company_a_name,company_a_address,company_a_state,company_a_activity,company_b_name,company_b_address,company_b_state,company_b_activity,same_entity
LIVIYA INTERNATIONAL,27 SUTAR CHAWL2ND FLOOR MARINE LINES   ,Maharashtra,Manufacturing,CMETRIC ANALYTICS,DGL 115DLF GALLERIA MAYUR VIHAR  ,Delhi,Real estate renting and business activities,0
ROBUST IMPEX TRADING,"BLOCK NO.12, DOOR NO.524,MUGAPPAIR EAST,CHENNAI-600 050.  ",Tamil Nadu,Real estate renting and business activities,ROBUST IMPEX TRADING PVT. LTD.,"BLOCK NO.12, DOOR NO.524,MUGAPPAIR EAST,CHENNAI-600 050.  ",Tamil Nadu,Real estate renting and business activities,1
PUROGA TECHNOLOGIES,521 KANUNGO APARTMENT71 I P EXTENSION   ,Delhi,Real estate renting and business activities,S K MITRA PROPERTIES INVESTMENT PVTLTD,14 B STATION ROADDHAKURIA   ,West Bengal,Real estate renting and business activities,0
VISION INFO SOLUTION,"41-42, ASHOKA PARK(MAIN),ROHTAK ROAD  ",Delhi,Real estate renting and business activities,VISION INFO SOLUTION LIMITED,"41-42, ASHOKA PARK(MAIN),ROHTAK ROAD  ",Delhi,Real estate renting and business activities,1
BHARDWAJ GARMENTS,E-256BNew Ashok Nagar  ,Delhi,Real estate renting and business activities,DEVAL INVESTMENTS AND TRADING COMPANY,"7-D, LANDS END,29-D, DONGERSEY ROAD,MALABAR HILL,  ",Maharashtra,Extraterritorial organizations and bodies,0
SADGURU SAI HOLIDAYS,S N197/3 CHANDHERE COMPLEX ZIRCONVENTURE NR CTR COM PUNE NAGAR ROAD  ,Maharashtra,Transport storage and communications,MADAAN JACQUARD FACTORY,"O-15, INDUSTRIAL AREAOPP. DIC OFFICE  ",Haryana,Manufacturing,0
ARYAN SKYTRAVELS AND IMMIGRATION,"SCO. 157, CIRCULAR ROAD, VILLAGE BURAIL,U.T. CHANDIGARH.  ",Chandigarh,Transport storage and communications,ARYAN SKYTRAVELS AND IMMIGRATION PRIVATE LIMITED,"SCO. 157, CIRCULAR ROAD, VILLAGE BURAIL,U.T. CHANDIGARH.  ",Chandigarh,Transport storage and communications,1
JEWELROCK COMMODEAL,113/169 SWARUP NAGAR   ,Uttar Pradesh,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,MANIAR INFRAPROJECTS,"SHOP NO. E/10, NISARG HEAVEN CHS LTD.,MAHAVIR NAGAR, KANDIVALI (W),  ",Maharashtra,Construction,0
SRIDEVI JAYAM CHITS,"792(1),P.N.ROAD, RCS COMPLEX 1ST FLOOR,NEAR NEW BUS STAND,  ",Tamil Nadu,Financial intermediation,11SPORTS,"85, MAKER CHAMBER III223, NARIMAN POINT  ",Maharashtra,Real estate renting and business activities,0
TEWARI EXPORTS,"6A EVEREST, 46C J.L.NEHERU RD.   ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,TEWARI EXPORTS PVT LTD,"6A EVEREST, 46C J.L.NEHERU RD.   ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
MOONLIKE INFRAPROJECTS,"N.G ROAD DAULATPURP.O PAILAN, P.S BISHNUPUR  ",West Bengal,Construction,MOONLIKE INFRAPROJECTS PVT. LTD.,"N.G ROAD DAULATPURP.O PAILAN, P.S BISHNUPUR  ",West Bengal,Construction,1
LOKENATH BUILDCON,"BL-BB92,C387,SHANTI PALLY,RAJDANGA   ",West Bengal,Construction,TERRACODE SYSTEMS,"57 D, MIG FlatsGH-01, Sector- 100  ",Uttar Pradesh,Real estate renting and business activities,0
RAEDAM SERVICES,"9/98/B, K C BUILDING,EDAKKUNNU, PADUVAPURAM P O ,  ",Kerala,Real estate renting and business activities,AMEYA ELECTROTECH SYSTEMS,"20A, MIKKI NAGAR SAINI COLONYVISTAR KARTARPURA, WARD NO. 42  ",Rajasthan,Manufacturing,0
GL WORLD,"B1, 2nd FLOOR, JANSEWA HOSPITALNEAR PATNA CHAURAHA,  ",Uttar Pradesh,Construction,GALAXY GREEN HOMES,"NOKIA CARE, OPP. JALAN SHOP, BASHUDEV ENCLAVE,KANKARBAGH, MAIN ROAD, PATNA  ",Bihar,Construction,0
INTERLINK POLYMERS,"GANDHI OIL MOLL COMPOUND,GIDC,GORWA,BARODA.   ",Gujarat,Manufacturing,INTERLINK POLYMERS PVT. LTD.,"GANDHI OIL MOLL COMPOUND,GIDC,GORWA,BARODA.   ",Gujarat,Manufacturing,1
REEON DIGITAL CINEMA,"Plot No A,4 Flr Wing C, Sai Baba EnclaveBldg No 3-C, Off SV Road, Goregaon (W)  ",Maharashtra,Real estate renting and business activities,REEON DIGITAL CINEMA PVT. LTD.,"Plot No A,4 Flr Wing C, Sai Baba EnclaveBldg No 3-C, Off SV Road, Goregaon (W)  ",Maharashtra,Real estate renting and business activities,1
BIDA FOUNDATION,"C/O AJIT SINGH, JAGANPURANEW BYPASS ROAD, PATNA ,BIHAR  ",Bihar,Health and social work,BIDA FOUNDATION PVT LTD,"C/O AJIT SINGH, JAGANPURANEW BYPASS ROAD, PATNA ,BIHAR  ",Bihar,Health and social work,1
JALARAM ONE SOURCE PHARMA,"203, SAI PLAZA, JAWAHAR ROAD,OPP RAILWAY STATION, GHATKOPAR(E),  ",Maharashtra,Manufacturing,JALARAM ONE SOURCE PHARMA LIMITED,"203, SAI PLAZA, JAWAHAR ROAD,OPP RAILWAY STATION, GHATKOPAR(E),  ",Maharashtra,Manufacturing,1
EAST COAST CONCESSIONS,"514, DALAMAL TOWER, 211 FPJ MARGNARIMAN POINT  ",Maharashtra,Transport storage and communications,SAI LINKS INDIA,102  SAHAKARNAGARPIPE LINE ROAD   ,Maharashtra,Real estate renting and business activities,0
BHANDARI ESTATES,48SARABHA NAGARDISTT LUDHIANA  ,Punjab,Real estate renting and business activities,BHANDARI ESTATES PRIVATE LIMITED,48SARABHA NAGARDISTT LUDHIANA  ,Punjab,Real estate renting and business activities,1
PARTH LAND DEVELOPERS,"111 - C, Third Floor, New Cloth Market,Out Side Raipur Gate,  ",Gujarat,Construction,RATHI SOFTWARE SERVICES,"4-3-141/SECOND FLOOR,HILLST.RANIGUNJ,  ",Telangana,Real estate renting and business activities,0
DEBDARU PLOT MANAGERS,74/1 COTTON STREET   ,West Bengal,Real estate renting and business activities,SIVA GANGA SOLAR ENERGY,"C/o V.Vijaya Lakshmi, 1/570, 2nd road EXTbeside Neelima Theatre Lane  ",Andhra Pradesh,Electricity gas and water supply,0
DELAND BUILDERS AND DEVELOPERS,"No. 5/3420/S, 2nd Floor, Kannankandy Champer,Mavoor Road, Arayadathupalam  ",Kerala,Construction,DELAND BUILDERS AND DEVELOPERS PVT LTD,"No. 5/3420/S, 2nd Floor, Kannankandy Champer,Mavoor Road, Arayadathupalam  ",Kerala,Construction,1
GILGAL INSTRUMENTS LAB FURNITURES,GILGAL MANSION NO.1 97/3GNR GARDEN BABUSAPALYA KALYANNAGAR  ,Karnataka,Manufacturing,GILGAL INSTRUMENTS LAB FURNITURES PVT. LTD.,GILGAL MANSION NO.1 97/3GNR GARDEN BABUSAPALYA KALYANNAGAR  ,Karnataka,Manufacturing,1
MODERN MILLS,,Maharashtra,Extraterritorial organizations and bodies,HEAVAN INVESTMENT,LOTUS COURT 5TH FLOORDR A B ROADNEAR TATA SHOW ROOM  ,Maharashtra,Financial intermediation,0
INTELLITECH ENGINEERS CONSULTANTS,"13/203, Rashmi Pink City-II, Opp Don BoscoHigh School, Naigoan(E), Tal-Vasai,  ",Maharashtra,Manufacturing,SBMS AVIATION,"D-116,Defence Colony,  ",Delhi,Manufacturing,0
DEVANSHI VYAS OFFSET PRINTERS GUJ,"1, MANHARNAGAR PART-1BAPUNAGAR  ",Gujarat,Manufacturing,DEVANSHI  VYAS  OFFSET  PRINTERS  GUJ,"1, MANHARNAGAR PART-1BAPUNAGAR  ",Gujarat,Manufacturing,1
TEKFOX SOFTWARE INDIA,"P.No. 4, Mayapuri,Jagatpura,  ",Rajasthan,Real estate renting and business activities,TALK MEDIA,"85, MOUNT ROADGUINDYCHENNAI 32  ",Tamil Nadu,Manufacturing,0
JAL OLIA FINANCIAL SERVICES,"FLAT NO.32,WEST VIEW,616 JANE JAMSHED ROAD,DADAR,  ",Maharashtra,Financial intermediation,PERSONAL TOUCH SERVICES INDIA,"NO. 242, SONI HOUSE, JEEVANKENDRA LAYOUT,CAMBRIDGE ROAD, ULSOOR,  ",Karnataka,Real estate renting and business activities,0
KAY THERM BOILERS,5   ,Delhi,Manufacturing,SRI NAINIKA GREEN FIELDS,"41, NAGARJUNA HILLS,PANJAGUTTA  ",Telangana,Agriculture & allied,0
ZILANI SKILL DEVELOPMENT ENTREPRENUERING,"PIYAJI MORE, BIBIGRAM ROAD,   ",West Bengal,Transport storage and communications,MD TAJUDDIN DEVELOPER,"4B/9 , TOPSIA 2ND LANE, P.S. - TILJALA ,SOUTH 24 PARGANAS  ",West Bengal,Real estate renting and business activities,0
DESERVE COMMOTRADE,"14, RAMESHWAR MALIA LANE3RD FLOOR  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,DESERVE COMMOTRADE PVT. LTD.,"14, RAMESHWAR MALIA LANE3RD FLOOR  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
JANMOH TECHNOLOGIES OPC,"#1278, Extended 11th Block, BDA Layout,Anjanapura,Gottigere Post, Near JP Nagar, 8th Phase,  ",Karnataka,Real estate renting and business activities,RMJ DEVELOPERS,MNAV - 29 Bengal AmbujaCity Center  ,West Bengal,Construction,0
SHIVSHAMBHO TRAVELS,"H No 5662, BHEKRAINAGAR,S NO 174/2 PHURSUNGI  ",Maharashtra,Transport storage and communications,SACHIN PULSES,"48 E UDHYOG NAGAR,DEVGURADIYA ROAD  ",Madhya Pradesh,Manufacturing,0
STYLISH COMMOTRADE,LAMLOI   ,Orissa,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,STYLISH  COMMOTRADE,LAMLOI   ,Orissa,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
BLUE CHIP COMPUTER CONSULTANTS,"# 20/21,Pattalamma Layout,Singasandra,Hosur Main Road,  ",Karnataka,Real estate renting and business activities,KOTEKASTOORI INTERNATIONAL FOUNDATION,"No.22201st Main, 1st Cross, HD Kote  ",Karnataka,Other community social and personal service activities,0
TECHNO ASIA,"6/8,GAJANAN NIWAS, THAKAREY CHAWL,MEGHWADIJOGESHWARI (EAST)  ",Maharashtra,Manufacturing,TECHNO ASIA PVT LTD,"6/8,GAJANAN NIWAS, THAKAREY CHAWL,MEGHWADIJOGESHWARI (EAST)  ",Maharashtra,Manufacturing,1
PRAYAS ENGINEERING CONSULTANTS ANDBUILDERS,C 211  NARVANA APARTMENTSI P  EXTENSION   ,Delhi,Real estate renting and business activities,PRAYAS  ENGINEERING  CONSULTANTS  ANDBUILDERS,C 211  NARVANA APARTMENTSI P  EXTENSION   ,Delhi,Real estate renting and business activities,1
JALAN JEE EDUCATIONAL FOUNDATION,"JUNGAL NAKAHA NO. 2,P.O. JUNGLE BENIMADHAW  ",Uttar Pradesh,Education,YAROK HASHMAL ENERGY,KAUSHIABILLHOUSE NO.-299  ,Nagaland,Electricity gas and water supply,0
PALS SPECALISED TOOLING SYSTEM,"GUT NO.404,KRISHNAN HOUSE,KHAIRA ROADSHANIVA NAKA,TALUKA SHAHAPUR  ",Maharashtra,Manufacturing,PRABHAVATI ENTERPRISES,"102, 1ST FL B-WING, ADITIAKVITDI BLDG, WESTERNEXPRESS LINK WAY, JOGESHWARI (EAST),  ",Maharashtra,Real estate renting and business activities,0
EDEN NIRMAN,"KALINDI, P- 58 PRAGATI PALLY   ",West Bengal,Real estate renting and business activities,EDEN NIRMAN PVT. LTD.,"KALINDI, P- 58 PRAGATI PALLY   ",West Bengal,Real estate renting and business activities,1
DEZINX INFRASTRUCTURE OPC,"C-238, BLOCK-CNEW ASHOK NAGAR  ",Delhi,Real estate renting and business activities,SATYAM INFRATECH,"2/1, RANTHAMBORE COMPLEX,ZONE-II, M. P. NAGAR  ",Madhya Pradesh,Real estate renting and business activities,0
MITTAL ADVOCATES,CHCHANDIGARH  ,Chandigarh,Manufacturing,VISION MEDICARE AND INVESTMENTS,"NO.579,ASHRAYA IIISTAGE,IVBLOCK,WEST OF CHORD ROADBANGALORE-79.  ",Karnataka,Agriculture & allied,0
DHANVI ENTERPRISES,R/o.1st Floor Plot No 54/b Mla ColonyBanjara Hills Road no 12  ,Telangana,Real estate renting and business activities,DHANVI ENTERPRISES LIMITED,R/o.1st Floor Plot No 54/b Mla ColonyBanjara Hills Road no 12  ,Telangana,Real estate renting and business activities,1
IMPACT INFRATECH,"C-165, NARAINA INDUSTRIAL AREA, PHASE-1NEW DELHI  ",Delhi,Construction,IMPACT INFRATECH PVT. LTD.,"C-165, NARAINA INDUSTRIAL AREA, PHASE-1NEW DELHI  ",Delhi,Construction,1
MAJESTIC HOLDINGS,Continental House 28Nehru Place  ,Delhi,Real estate renting and business activities,PEARL MECHTECH,"72-1/A, SOUTH EXTENSION, TRIKUTA NAGAR,   ",Jammu and Kashmir,Real estate renting and business activities,0
J R D INTERNATIONAL,40-INDUSTRIAL ESTATE   ,Punjab,Manufacturing,J R D INTERNATIONAL PRIVATE LIMITED,40-INDUSTRIAL ESTATE   ,Punjab,Manufacturing,1
SERENE TRADING AND AGENCIES,"B-3/3 Gillander House,8 Netaji Subhash Road,  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,HECTOR FASHIONS,"25/38, Karachi Khana, 102,   ",Uttar Pradesh,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,0
ROPE BUS ELEVATOR,"B,53-CVIDHYA PALACE COLONY, AIRPORT ROAD  ",Madhya Pradesh,Manufacturing,MRGR CONSTRUCTIONS INDIA,"FLAT NO.301, H.NO.2-22-33, SRI SATYA RESIDENCYEENADU SOCITY, VIVEKANANDA NAGAR COLONY,KUKATPALLY  ",Telangana,Construction,0
SOCIOMANTIC LABS,"C/o. Vaish Associates, 106, Peninsula Centre,Dr. S. S. Rao Road, Parel  ",Maharashtra,Real estate renting and business activities,SOCIOMANTIC  LABS,"C/o. Vaish Associates, 106, Peninsula Centre,Dr. S. S. Rao Road, Parel  ",Maharashtra,Real estate renting and business activities,1
ARTHA REAL ESTATE CORPORATION,"No. 110/37, Solitaire Building, Service Road,Outer Ring Road, Marathahalli  ",Karnataka,Financial intermediation,ARTHAREALESTATECORPORATION,"No. 110/37, Solitaire Building, Service Road,Outer Ring Road, Marathahalli  ",Karnataka,Financial intermediation,1
CRG INDUSTRIES,"V-28, CIVIL TOWNSHIP,   ",Orissa,Manufacturing,CHANDRAYAN HERBAL AND FOOD,Plot No.16 Ladekar LayoutM Road  ,Maharashtra,Manufacturing,0
BHOR METALS P,"119 KIKA STREET,GULALWADI,BOMBAY-4.   ",Maharashtra,Manufacturing,HARMONICA TRADE AGENCY,BASEMENT 30 APOLLO ENCLAVEOPP SIMANDHAR JAINDERASAR MODHERA CROSS ROAD  ,Gujarat,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,0
GITEL TECHNOLOGY,"FLAT NO-20,BLOCK-B,1ST FLOOR, RAJENDRA VIHARFORESTPARK  ",Orissa,Real estate renting and business activities,GITEL TECHNOLOGY LIMITED,"FLAT NO-20,BLOCK-B,1ST FLOOR, RAJENDRA VIHARFORESTPARK  ",Orissa,Real estate renting and business activities,1
BT TECHLABS INSURANCE BROKERS,N-507 C-1/5 Nitika Tower-I Naniwala BaghAzadpur Back Side Aakash Cinema  ,Delhi,Financial intermediation,BT TECHLABS INSURANCE BROKERS PVT LTD,N-507 C-1/5 Nitika Tower-I Naniwala BaghAzadpur Back Side Aakash Cinema  ,Delhi,Financial intermediation,1
PUGAZHENDHI CHITS,"No. 168 Medavaakkam Main Road, I FloorMadipakkam,  ",Tamil Nadu,Financial intermediation,INDIGO SOLAR TECHNOLOGIES,"H.No 3-15-35, UGF 35, Sahara Commercial ComplexSahara Estates, Mansoorabad, LB Nagar  ",Telangana,Manufacturing,0
SAMARPAN SHREE SECURITIES SERVICES,"KUMAR TOWER, SHOP NO. - 6BORING ROAD  ",Bihar,Activities of private households as employers and undifferentiated production activities of private households,SAMARPAN SHREE SECURITIES SERVICES PVT LTD,"KUMAR TOWER, SHOP NO. - 6BORING ROAD  ",Bihar,Activities of private households as employers and undifferentiated production activities of private households,1
SHREE CHARBHUJAJI ESTATES,"10, JOGESHWAR NIWAS 67/77 DR MB VELKAR ST CHIRABAZAR BOMBAY-2  ",Maharashtra,Real estate renting and business activities,SUN TRAVELS,"RAMANA KRIPA 164/8, SOUTHCROSS ROAD, BASAVANGUDI,BANGALORE.  ",Karnataka,Agriculture & allied,0
ROY ENTERPRISE,"52, N. S. AVENUE, ""ANANYA APARTMENT""BLOCK-C, GROUND FLOOR, FLAT NO. A/7  ",West Bengal,Construction,ROY ENTERPRISE PVT LTD,"52, N. S. AVENUE, ""ANANYA APARTMENT""BLOCK-C, GROUND FLOOR, FLAT NO. A/7  ",West Bengal,Construction,1
RAMTIRTH GLASSES,ADARSH COLONY GOLE KA MANDIRMORAR GWALIOR   ,Madhya Pradesh,Manufacturing,RAMTIRTH GLASSES PVT. LTD.,ADARSH COLONY GOLE KA MANDIRMORAR GWALIOR   ,Madhya Pradesh,Manufacturing,1
CROSSPORT ALLIANCES INDIA,"E-568,GREATER KAILASH-II,.  ",Delhi,Real estate renting and business activities,CROSSPORTALLIANCESINDIA,"E-568,GREATER KAILASH-II,.  ",Delhi,Real estate renting and business activities,1
MAAVEHOOKE FOODS AND CHEMICALS,"974,POOTH KALAN  ",Delhi,Extraterritorial organizations and bodies,MAAVEHOOKE FOODS AND CHEMICALS PVT LTD,"974,POOTH KALAN  ",Delhi,Extraterritorial organizations and bodies,1
MODI APPARELS,773PURI STREETMAUJPUR  ,Delhi,Real estate renting and business activities,MODI APPARELS PRIVATE LIMITED,773PURI STREETMAUJPUR  ,Delhi,Real estate renting and business activities,1
BLACK FOREST CAMPING,"160/1, POONDI, 22/G/0020615MAIN ROAD POONDI  ",Tamil Nadu,Hotels and restaurants,BLACKFORESTCAMPING,"160/1, POONDI, 22/G/0020615MAIN ROAD POONDI  ",Tamil Nadu,Hotels and restaurants,1
SOMYAA VINIMAY,"205, RABINDRA SARANI4TH FLOOR  ",West Bengal,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,FLUXTRON ENERGY,"No.1/34,Vellalar Street,Nolambur,Mogappair West,  ",Tamil Nadu,Real estate renting and business activities,0
SANDEEP SECURITIES,"906, PAU MANDISADAR BAZAR  ",Delhi,Financial intermediation,SANDEEP SECURITIES PVT LTD,"906, PAU MANDISADAR BAZAR  ",Delhi,Financial intermediation,1
CALCUTTA JUTE INDUSTRIES,"6, RAMANAN ROAD ELEPHANTGATEMADRAS   ",Tamil Nadu,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,CALCUTTA  JUTE  INDUSTRIES,"6, RAMANAN ROAD ELEPHANTGATEMADRAS   ",Tamil Nadu,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
HWRDS MARKETING INDIA,"NO:90, BHARAT NAGAR,SHAHAPUR  ",Karnataka,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,VIG INDIA INSURANCE BROKERS,"905  MAKER CHAMBERS V,NARIMAN POINT,  ",Maharashtra,Financial intermediation,0
PRATA SOFTWARES,"A-63, Malviya Nagar,   ",Rajasthan,Real estate renting and business activities,PRATA SOFTWARES PRIVATE LIMITED,"A-63, Malviya Nagar,   ",Rajasthan,Real estate renting and business activities,1
R K MARMOSTONES,PATNI SADANTELI MOHALLA  ,Rajasthan,Mining and quarrying,R K MARMOSTONES PVT LTD,PATNI SADANTELI MOHALLA  ,Rajasthan,Mining and quarrying,1
ZORIN LABS,"BHONSLE KA BADA,PATANKAR BAZAR,LASHKAR,  ",Madhya Pradesh,Manufacturing,ZORIN LABS PVT LTD,"BHONSLE KA BADA,PATANKAR BAZAR,LASHKAR,  ",Madhya Pradesh,Manufacturing,1
TOTALA TEXTILES,"H.NO. 10/17, ""ASHIRWAD""OPP. RADHAKRISHNA CINEMA  ",Maharashtra,Manufacturing,TOTALA TEXTILES LIMITED,"H.NO. 10/17, ""ASHIRWAD""OPP. RADHAKRISHNA CINEMA  ",Maharashtra,Manufacturing,1
SADBHAVANA WEAVETECH,"A-702 Rameshwaram Palace,Canal Road,Near VIP Road, Bharthana Vesu  ",Gujarat,Manufacturing,SADBHAVANAWEAVETECH,"A-702 Rameshwaram Palace,Canal Road,Near VIP Road, Bharthana Vesu  ",Gujarat,Manufacturing,1
BAIDYANATH DUTTA SPICES CO,8  PRAMANIK GHAT ROAD   ,West Bengal,Manufacturing,BAIDYANATH  DUTTA  SPICES  CO,8  PRAMANIK GHAT ROAD   ,West Bengal,Manufacturing,1
TRIUMPH CHEMICALS,"47/303,MANISHA NAGAR,OLD BOMBAY POONA ROAD,KALWA WEST,DIST.THANE.  ",Maharashtra,Manufacturing,TRIUMPHCHEMICALS,"47/303,MANISHA NAGAR,OLD BOMBAY POONA ROAD,KALWA WEST,DIST.THANE.  ",Maharashtra,Manufacturing,1
QUDOSS LABORATORIES,"D-52 , INDRA NAGARIZATNAGAR  ",Uttar Pradesh,Manufacturing,QUDOSS LABORATORIES PVT LTD,"D-52 , INDRA NAGARIZATNAGAR  ",Uttar Pradesh,Manufacturing,1
BSA EXIM INDIA,25/B  VIVEK APARTMENTSBEASENT STREETSANTACRUZ (WEST)  ,Maharashtra,Manufacturing,BSA EXIM INDIA PRIVATE LIMITED,25/B  VIVEK APARTMENTSBEASENT STREETSANTACRUZ (WEST)  ,Maharashtra,Manufacturing,1
BULLSEYE MANAGEMENT CONSULTING,"903 Meadows, Sahar Plaza,Andheri Kurla Road, Andheri East  ",Maharashtra,Real estate renting and business activities,BULLSEYE MANAGEMENT CONSULTING PRIVATE LIMITED,"903 Meadows, Sahar Plaza,Andheri Kurla Road, Andheri East  ",Maharashtra,Real estate renting and business activities,1
CS WATERPROOFING SOLUTIONS,"No.543/9,Bommanahalli Village,Kodichikkanahalli,Main Road,Begur Hobli  ",Karnataka,Construction,CS WATERPROOFING SOLUTIONS PRIVATE LIMITED,"No.543/9,Bommanahalli Village,Kodichikkanahalli,Main Road,Begur Hobli  ",Karnataka,Construction,1
CHARANJIT POULTRIES,"VILLAGE KAMOMAJRA KHURD,OUTSIDE SANGRUR  ",Punjab,Agriculture & allied,NAHID FINLEASE,"Sixteenth Floor, Statesman House,Barakhamba Road,  ",Delhi,Real estate renting and business activities,0
MINTAKASHI FMCH PRODUCTS INDIA OPC,"H. No.: 6-3- 533 to 535/5, Pavani Villas,Dwarakapuri Colony, Panjagutta,  ",Telangana,Real estate renting and business activities,MINTAKASHI FMCH PRODUCTS INDIA OPC PVT. LTD.,"H. No.: 6-3- 533 to 535/5, Pavani Villas,Dwarakapuri Colony, Panjagutta,  ",Telangana,Real estate renting and business activities,1
AAKARSH DEVELOPERS,"E-86A,VISHWAKARMA COLONYM.B. ROAD  ",Delhi,Real estate renting and business activities,AAKARSH DEVELOPERS LIMITED,"E-86A,VISHWAKARMA COLONYM.B. ROAD  ",Delhi,Real estate renting and business activities,1
BANKI TRADINGHUB INDIA,"KPVIII/726MARHAMA, NEAR PANCHAYATH OFFICE, CHITTATTUMUKKU PO  ",Kerala,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,BANKI TRADINGHUB INDIA PRIVATE LIMITED,"KPVIII/726MARHAMA, NEAR PANCHAYATH OFFICE, CHITTATTUMUKKU PO  ",Kerala,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,1
ASHAPURA OZONE,"HALLMARK BUSINESS PLAZA-9TH FLOOR,SANT GYANESHWARMARG, NEAR GURUNANAK HOSPITAL, BANDRA (EAST)  ",Maharashtra,Real estate renting and business activities,COLOSSUS ONLINE SERVICES,"29-1444/23, Kakathiya NagarNear Laxmi Function Hall, Neredmet,Malkajgiri  ",Telangana,Real estate renting and business activities,0
DAAYITVAM SERVICES INDIA,"Block CA, House no. 33BShalimar Bagh  ",Delhi,Real estate renting and business activities,PUSHPANJALI DIGITAL INFRA CONCEPTS,"6/219,VINEET KHANDGOMTI NAGAR  ",Uttar Pradesh,Construction,0
SIDDHI VINAYAK INVESTMENT,"Bhosale Wadi, Opp. G.E. B. Colony,Old Padra Road,  ",Gujarat,Financial intermediation,SIDDHI VINAYAK INVESTMENT PRIVATE LIMITED,"Bhosale Wadi, Opp. G.E. B. Colony,Old Padra Road,  ",Gujarat,Financial intermediation,1
AMIT SHIPPING LINE,"Offc No.39, 4th Floor, Bldg No.109, Gaya BuildingYusuf Mehrati Road. Masjid Bunder (W)  ",Maharashtra,Transport storage and communications,AMITSHIPPINGLINE,"Offc No.39, 4th Floor, Bldg No.109, Gaya BuildingYusuf Mehrati Road. Masjid Bunder (W)  ",Maharashtra,Transport storage and communications,1
R P L DYEING,2/12 ASHISH BUILDINGSHREE HIND CO-OP HSG SOCIETYLTD N S MANKIKAR ROAD SION EAS  ,Maharashtra,Manufacturing,G B RUBBER ENGINEERS P,BASSI ROADSIRHINDFATEHGARH SAHIB  ,Punjab,Manufacturing,0
WEBER ELECTRO MECH,2/22/1900VASHISHTH NAGAR  ,Haryana,Manufacturing,WEBER ELECTRO MECH PRIVATE LIMITED,2/22/1900VASHISHTH NAGAR  ,Haryana,Manufacturing,1
GENUINE INFRATECH,"KHASRA NO. 1132, RAJOKRI (NEAR SHANI BAZAR)   ",Delhi,Real estate renting and business activities,VARTIKA CROP SCIENCE,"F/50, FRIENDS COLONY,ASHOKA GARDEN,  ",Madhya Pradesh,Manufacturing,0
DCOHESIVE TECHSERVE,"A/601, SAPATH HEXA, 6TH FLOOR,NR. GUJARAT HIGHCOURT, S.G. HIGHWAY, SOLA  ",Gujarat,Real estate renting and business activities,DCOHESIVE TECHSERVE LIMITED,"A/601, SAPATH HEXA, 6TH FLOOR,NR. GUJARAT HIGHCOURT, S.G. HIGHWAY, SOLA  ",Gujarat,Real estate renting and business activities,1
